FID_1,Location,Date,Set Type,Song Order,Song,Show_num,STATE_ABBR
1165,"Irvine, CA",7/26/2016,Second Set,15,Stella Blue,21,CA
1165,"Irvine, CA",7/26/2016,Second Set,16,US Blues,21,CA
1165,"Irvine, CA",7/26/2016,Encore,17,Brokedown Palace,21,CA
1165,"Irvine, CA",7/26/2016,Encore,18,Johnny B. Goode,21,CA
1052,"Chula Vista, CA",7/27/2016,First Set,1,Iko Iko,22,CA
1052,"Chula Vista, CA",7/27/2016,First Set,2,Minglewood Blues,22,CA
1052,"Chula Vista, CA",7/27/2016,First Set,3,Candyman,22,CA
1052,"Chula Vista, CA",7/27/2016,First Set,4,Big River,22,CA
1052,"Chula Vista, CA",7/27/2016,First Set,5,Friend of the Devil,22,CA
1052,"Chula Vista, CA",7/27/2016,First Set,6,Even So,22,CA
1052,"Chula Vista, CA",7/27/2016,First Set,7,Sugaree,22,CA
1052,"Chula Vista, CA",7/27/2016,First Set,8,Music Never Stopped,22,CA
1052,"Chula Vista, CA",7/27/2016,Second Set,9,Truckin,22,CA
1052,"Chula Vista, CA",7/27/2016,Second Set,10,Althea,22,CA
1052,"Chula Vista, CA",7/27/2016,Second Set,11,Estimated Prophet,22,CA
1052,"Chula Vista, CA",7/27/2016,Second Set,12,Playin in the Band,22,CA
1052,"Chula Vista, CA",7/27/2016,Second Set,13,Drums,22,CA
1052,"Chula Vista, CA",7/27/2016,Second Set,14,Space,22,CA
1052,"Chula Vista, CA",7/27/2016,Second Set,15,GDTRFB,22,CA
1052,"Chula Vista, CA",7/27/2016,Second Set,16,Hard Rain's Gonna Fall,22,CA
1052,"Chula Vista, CA",7/27/2016,Second Set,17,Throwin Stones,22,CA
1052,"Chula Vista, CA",7/27/2016,Encore,18,Black Muddy River,22,CA
9989,"Wheatland, CA",7/29/2016,First Set,1,Uncle John's Band,23,CA
9989,"Wheatland, CA",7/29/2016,First Set,2,Tennessee Jed,23,CA
9989,"Wheatland, CA",7/29/2016,First Set,3,Easy Wind,23,CA
9989,"Wheatland, CA",7/29/2016,First Set,4,Ramble On Rose,23,CA
9989,"Wheatland, CA",7/29/2016,First Set,5,Row Jimmy,23,CA
9989,"Wheatland, CA",7/29/2016,First Set,6,Loser,23,CA
9989,"Wheatland, CA",7/29/2016,First Set,7,Touch of Grey,23,CA
9989,"Wheatland, CA",7/29/2016,Second Set,8,Lost Sailor,23,CA
9989,"Wheatland, CA",7/29/2016,Second Set,9,Saint of Circumstance,23,CA
9989,"Wheatland, CA",7/29/2016,Second Set,10,He's Gone,23,CA
9989,"Wheatland, CA",7/29/2016,Second Set,11,China Cat Sunflower,23,CA
9989,"Wheatland, CA",7/29/2016,Second Set,12,I Know You Rider,23,CA
9989,"Wheatland, CA",7/29/2016,Second Set,13,Drums,23,CA
9989,"Wheatland, CA",7/29/2016,Second Set,14,Space,23,CA
9989,"Wheatland, CA",7/29/2016,Second Set,15,New Speedway Boogie,23,CA
9989,"Wheatland, CA",7/29/2016,Second Set,16,Morning Dew,23,CA
9989,"Wheatland, CA",7/29/2016,Second Set,17,Casey Jones,23,CA
9989,"Wheatland, CA",7/29/2016,Encore,18,Ripple,23,CA
452,"Mountain View, CA",7/30/2016,First Set,1,Help on the Way,24,CA
452,"Mountain View, CA",7/30/2016,First Set,2,Slipknot,24,CA
452,"Mountain View, CA",7/30/2016,First Set,3,Shakedown Street,24,CA
452,"Mountain View, CA",7/30/2016,First Set,4,Cassidy,24,CA
452,"Mountain View, CA",7/30/2016,First Set,5,Standing on the Moon,24,CA
452,"Mountain View, CA",7/30/2016,First Set,6,Me and My Uncle,24,CA
452,"Mountain View, CA",7/30/2016,First Set,7,Brown Eyed Women,24,CA
452,"Mountain View, CA",7/30/2016,First Set,8,Franklin's Tower,24,CA
452,"Mountain View, CA",7/30/2016,Second Set,9,Dark Star,24,CA
452,"Mountain View, CA",7/30/2016,Second Set,10,St. Stephen,24,CA
452,"Mountain View, CA",7/30/2016,Second Set,11,Eyes of the World,24,CA
452,"Mountain View, CA",7/30/2016,Second Set,12,Terrapin Station,24,CA
452,"Mountain View, CA",7/30/2016,Second Set,13,Drums,24,CA
452,"Mountain View, CA",7/30/2016,Second Set,14,Space,24,CA
452,"Mountain View, CA",7/30/2016,Second Set,15,Days Between,24,CA
452,"Mountain View, CA",7/30/2016,Second Set,16,Not Fade Away,24,CA
452,"Mountain View, CA",7/30/2016,Encore,17,US Blues,24,CA
452,"Mountain View, CA",7/30/2016,Encore,18,Brokedown Palace,24,CA
